course_code,title,dept_code,credits,pre_reqs,core_area,inquiry_area,recommendation
RELG 204,Hindu Mythology,RELG,3,False,False,Human Thought and Expression,False
CORE 179C,Central Asia,False,3,False,Communities & Identities,False,False
WRIT 242,Stand and Speak: Feminist Rhetorics and Social Change,WRIT,3,False,False,Human Thought and Expression,False
ARTS 115,Islamic Art and The World,ARTS,3,False,False,Human Thought and Expression,False
ARTS 206,What the Hand Knows: Medieval Islamic Art as Scientific Experiment,ARTS,3,False,False,Human Thought and Expression,False
ARTS 223,Analogue Filmmaking,ARTS,3,ARTS 100 or FSEM 160 or FMST 200,False,Human Thought and Expression,False
ARTS 223L,Required Film Screening,ARTS,0,False,False,False,False
CLAS 223,Sports and Spectacles in Ancient Greece and Rome,CLAS,3,False,False,Human Thought and Expression,False
POSC 325,Insurgency & State Failure,POSC,3,False,False,"Social Relations,Inst.& Agents",False
ALST 245,Dirty South,ENGL,3,False,False,False,False
REST 254,"Hope and Reality, Delusion and Dissent: Story-telling in the age of Communism, Nazism and Exile",SOAN,3,False,Global Engagements,Human Thought and Expression,False
JWST 254,"Hope and Reality, Delusion and Dissent: Story-telling in the age of Communism, Nazism and Exile",PSCI,3,False,Global Engagements,Human Thought and Expression,False
CLAS 365E,"Freedom, Tyranny, and Philosophy in the Ancient Mediterranean (Extended Study)",CLAS,2,PHIL 301 or CLAS 236 or GREK 121 or LATN 122,False,False,False
PHIL 365E,"Freedom, Tyranny, and Philosophy in the Ancient Mediterranean (Extended Study)",PHIL,2,PHIL 301 or CLAS 236 or GREK 121 or LATN 122,False,False,False
GEOG 591,"Geographies of Nature,Econ,Soc",GEOG,3,False,False,False,False
CORE 183CX,The Middle East/FLAC,False,0,False,False,False,False
CHEM 468Z,Indp: Medicinal Chemistry,CHEM,2,False,False,False,False
ARTS 483,Honors Seminar in Contemporary Art,ARTS,3,Appropriate 200- or 300-level course,False,Human Thought and Expression,False
PSYC 593,Developmental Psychopathology,PBSC,3,False,False,False,False
CORE 106SX,"Saving the Appearances: Galileo, the Church, and the Scientific Endeavor/FLAC - Italian",False,0,False,False,False,False
RELG 595,Thesis: Part II,RELG,3,False,False,False,False
UNST 106E,In the Footsteps of Galileo (Extended Study),False,2,ITAL 121 and CORE 106S,False,False,False
JWST 181E,The Many Faces of Israel (Extended Study),PSCI,2,False,False,False,False
CLAS 237X,Roman History/FLAC-Latin,CLAS,0,False,False,False,False
ENGL 598,Macadamised Roads: H. Rider Haggard's and William Morris's Nordic Fantasies,ENGL,4,False,False,False,False
MIST 491,Indp: Honors Thesis,HIST,3,False,False,False,False
BIOL 304,Invertebrate Zoology,BIOL,3,BIOL 181,False,Natural Sciences & Mathematics,False
BIOL 315,Biology of Plants,BIOL,3,BIOL 181,False,Natural Sciences & Mathematics,False
BIOL 315L,Biology of Plants Lab,BIOL,1,False,False,Natural Sciences & Mathematics,False
CORE S110,Discovering Biology:Evolution,False,3,False,Scientific Perspectives,False,False
CORE S195,"Networks: Friends, Terrorists, and Epidemics",False,3,False,Scientific Perspectives,False,False
COSC 203,Gadgets and Gizmos: the Hardware/Software Interface,COSC,3,COSC 102,False,Natural Sciences & Mathematics,False
GERM 477,Literature at the Turn of the Century,GERM,3,Two GERM 300-level courses,False,Human Thought and Expression,False
CORE C184,The Danube,False,3,False,Communities & Identities,False,False
CORE C184L,Required Film Screening,False,0,False,False,False,False
CORE C184X,The Danube/FLAC-German,False,0,False,False,False,False
RELG 221,Asian Religions: India,RELG,3,False,False,Human Thought and Expression,False
JWST 226,"Reason, Religion, & God",PSCI,3,False,False,Human Thought and Expression,False
RELG 230,Feasting and Fasting: Religion and Food,RELG,3,False,False,Human Thought and Expression,False
RELG 286,Catholic Traditions,RELG,3,False,False,Human Thought and Expression,False
CORE S194,Electrons and Our Civilization,False,3,False,Scientific Perspectives,False,False
CORE C188,Haudenosaunee,False,3,False,Communities & Identities,False,False
SPAN 488,Latin American Women Dramatists,RMLL,3,False,False,Human Thought and Expression,False
CORE C180,Francophone and Creole Identities,False,3,False,Communities & Identities,False,False
CORE C175,Wilderness,False,3,False,Communities & Identities,False,False
HIST 229,Latin American Migrations (LAC),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 236,The History of Money (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 382,Modern Africa (AF),HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
HIST 386,Mexico and the United States (TR),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 387,Epidemic Histories (TR),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 388,The American South: From Reconstruction to the Present (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
ALST 388,The American South: From Reconstruction to the Present,ENGL,3,False,False,"Social Relations,Inst.& Agents",False
HIST 475,Seminar in African American History (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
CORE C193,Brazil,False,3,False,Communities & Identities,False,False
REST 333,Human Rights in Russia and Eurasia,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 210,Otherworldly Selves in Science Fiction and Anthropology,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
SOCI 304,Sociology of Disasters,SOAN,3,SOCI 201 or SOCI 250,False,"Social Relations,Inst.& Agents",False
SOCI 326,Nations and Nationalism,SOAN,3,SOCI 201 or SOCI 250,Global Engagements,"Social Relations,Inst.& Agents",False
CORE C165,China,False,3,False,Communities & Identities,False,False
GEOG 322,Ecologies of the City,GEOG,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ARTS 257,Colonizing and Decolonizing Museums,ARTS,3,False,False,Human Thought and Expression,False
CLAS 226,From Cyrus the Great to Alexander the Great: The Persian Empire and the Greeks,CLAS,3,False,False,Human Thought and Expression,False
ENGL 313,Restoration and 18th-Century Literature and Culture,ENGL,3,False,False,Human Thought and Expression,False
PCON 218R,SRS: Research & Reflection,PSCI,1,False,False,False,False
CORE S196,Environmental Science and Storytelling,False,3,False,Scientific Perspectives,False,False
RELG 218,"Seeing, Feeling, Believing: Black Religious Thought through Visual Art and Performance",RELG,3,False,False,Human Thought and Expression,False
ALST 218,"Seeing, Feeling, Believing: Black Religious Thought through Visual Art and Performance",ENGL,3,False,False,Human Thought and Expression,False
SOCI 214,"Stories of Our Lives: Narratives, Meanings, and Identities (RI)",SOAN,3,False,False,"Social Relations,Inst.& Agents",SOCI 101
ALST 199,Entangled Intimacies: Introduction to Africana and Latin American Studies,ENGL,3,False,False,"Social Relations,Inst.& Agents",False
EDUC 465,Student Teaching II,EDUC,3,False,False,False,False
ENGL 314,Foundations of African American Literature,ENGL,3,False,False,Human Thought and Expression,False
CORE C197,Tibet,False,3,False,Communities & Identities,False,False
CORE C166,India,False,3,False,Communities & Identities,False,False
CORE S138,Advent of the Atomic Bomb,False,3,False,Scientific Perspectives,False,False
CORE S197,"Ethics, Algorithms, & AI",False,3,False,Scientific Perspectives,False,False
COSC 204,Computing and Society,COSC,3,COSC 102,False,Natural Sciences & Mathematics,False
CORE C142,Addiction & Recovery,False,3,False,Communities & Identities,False,False
CORE C187,Russia at the Crossroads,False,3,False,Communities & Identities,False,False
ALST 334,Public Health in Africa,ENGL,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ALST 313,Funky Stories: Memoirs and Black Popular Music,ENGL,3,False,False,Human Thought and Expression,False
CORE 141C,Sri Lanka,False,3,False,Communities & Identities,False,False
NAST 210,Indigenous Peoples Today,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
GERM 326,Germany and the Environmental Imagination,GERM,3,False,Global Engagements,Human Thought and Expression,False
FSEM 147,Literary Analysis: Much Ado about Not[h]ing,False,3,False,False,Human Thought and Expression,False
FSEM 148,Sex and the Global City,False,3,False,False,Human Thought and Expression,False
FSEM 149,Religion & Contemporary World,False,3,False,False,Human Thought and Expression,False
FSEM 164L,Living Writers Public Readings,False,0,False,False,False,False
FSEM 175,Emperors and Empire: The Roman Imperium,False,3,False,False,Human Thought and Expression,False
FSEM 180,"Brewing Society: The History, Culture, and Economics of Beer",False,3,False,False,"Social Relations,Inst.& Agents",False
FSEM 159L,Required Film Screening,False,0,False,False,False,False
PCON 245,"Organizing War: Military Organization, Culture, and Thought Since the Beginning of the Modern Age",PSCI,3,False,False,False,False
PHED 0,Physical Education,False,0,False,False,False,False
EDUC 565,Student Teaching II,EDUC,3,False,False,False,False
EDUC 508,Comparative Education,EDUC,3,False,False,False,False
POSC 347,Civil-Military Relations,POSC,3,False,False,"Social Relations,Inst.& Agents",False
GERM 326X,Germany & Environ Imagin/CLAC,GERM,1,False,False,False,False
ARAB 191,Indp:Quranic Arabic Recitation,MELL,2,False,False,Human Thought and Expression,False
PHED 164,Wilderness Adventure (1 unit),False,0,False,False,False,False
ALST 219,Healing Arts: The Idea of Africa in Medicine and Museums,ENGL,3,False,False,False,False
HIST 227,Civil Rights & Civil Fights: The History of the Long Civil Rights Movement in the United States (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
ALST 227,Civil Rights and Civil Fights: The History of the Long Civil Rights Movement in the United States,ENGL,3,False,False,"Social Relations,Inst.& Agents",False
MUSE 219,Healing Arts: The Idea of Africa in Medicine and Museums,ARTS,3,False,False,False,False
ALST 381,Theories and Intellectual Traditions: The Power of Black Music,ENGL,3,False,False,False,False
ARTS 214,Islamic Art and Culture c.700-1700,ARTS,3,False,False,Human Thought and Expression,False
CORE 111,Conversations,False,3,False,Conversations,False,False
BIOL 479,Investigations in Evolutionary Ecology,BIOL,3,False,False,Natural Sciences & Mathematics,False
CLAS 224,The Age of Augustus,CLAS,3,False,False,Human Thought and Expression,False
CLAS 231,Greek Religion,CLAS,3,False,False,Human Thought and Expression,False
CORE S167,Living Well in a Climate Dystopia,False,3,False,Scientific Perspectives,False,False
ECON 385,Advanced Econometrics,ECON,3,ECON 375 and MATH 163,False,"Social Relations,Inst.& Agents",False
ECON 420,Seminar in Law and Economics,ECON,3,ECON 375,False,"Social Relations,Inst.& Agents",False
CORE C137,Partition: The Division of British India,False,3,False,Communities & Identities,False,False
EDUC 231L,TPP Observation Hours,EDUC,0,False,False,False,False
EDUC 319,"Dreams, Love, and Education Futurities",EDUC,3,EDUC 101 or FSEM 182 or prereq override,False,"Social Relations,Inst.& Agents",False
CORE C140,Queer Origins,False,3,False,Communities & Identities,False,False
ENGL 304,Introduction to Early Medieval Languages of Britain and Ireland,ENGL,3,False,False,Human Thought and Expression,False
ENGL 344,African American Literature II,ENGL,3,False,False,Human Thought and Expression,False
ENGL 371,South Asian Diasporas,ENGL,3,False,False,Human Thought and Expression,False
ENGL 403,Race before Race: the Literature of the Early Modern Transatlantic,ENGL,3,False,False,Human Thought and Expression,False
ENST 233,Global Environmental Health Issues,ENST,2,False,False,False,False
ENST 333,Environment and Community Health in Africa: A Case Study in Rural Uganda (Extended Study),ENST,2,BIOL 220 or BIOL 330 or BIOL 364 or BIOL 371 or GEOG 245 or GEOG 314 or GEOG 316 or GEOG 336 (prerequisite may be taken concurrently),False,False,False
GEOG 319,Population and Environment,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
GERM 463,Contemporary Jewish German Literature,GERM,3,False,False,Human Thought and Expression,False
JWST 463,Contemporary Jewish German Literature,PSCI,3,False,False,Human Thought and Expression,False
HIST 214,American Cultural and Intellectual History (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 346,"Germany, Russia, Eastern Europe (EU)",HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 373,Bollywood and Beyond: India through Cinema (AS),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 373L,Required Film Screening,HIST,0,False,False,False,False
HIST 375,Murder in United States History (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
JWST 238,Contemporary Jewish Fiction: Adapting Sacred Texts,PSCI,3,False,False,Human Thought and Expression,False
RELG 238,Contemporary Jewish Fiction: Adapting Sacred Texts,RELG,3,False,False,Human Thought and Expression,False
JWST 250,"Jewish Diasporas: Ukraine, Moscow, Jerusalem, New York",PSCI,3,False,False,Human Thought and Expression,False
LGBT 360,Special Topics in LGBTQ Studies: Archiving Queer Hudson Histories,EDUC,3,LGBT 220 or LGBT 227 or LGBT 241 or LGBT 242 or LGBT 303 or LGBT 310 or LGBT 340 or LGBT 350 or LGBT 355 or WMST 202 or HIST 304 or LGBT 250 or LGBT 320 One LGBT course or WMST 202 or HIST 304,False,False,False
CORE 158CR,SRS:Research & Reflection,False,1,False,False,False,False
MATH 240,Computational Statistics,MATH,3,MATH 162; Not open to students who have taken MATH 354,False,Natural Sciences & Mathematics,False
MATH 240L,Computational Statistics Lab,MATH,1,False,False,False,False
NAST 209,Indigenous Education,SOAN,3,False,False,False,False
PHIL 303,Medieval Philosophy (MF),PHIL,3,False,False,Human Thought and Expression,False
POSC 404,Seminar: Political Polarization and American Democracy,POSC,3,False,False,"Social Relations,Inst.& Agents",False
PSYC 372,Health Psychology,PBSC,3,NEUR 170 or PSYC 200,False,Natural Sciences & Mathematics,False
RELG 217,Violence and Religion in Asia,RELG,3,False,False,Human Thought and Expression,False
REST 255,"Then and Now: Russia and Ukraine; Courage, Conformity, Atrocity",SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 222,"Medical Anthropology: Culture, Health, and Social Justice",SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ANTH 364,The Archeology of Mobility and Migration,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
WRIT 241,Politics of Public Memory,WRIT,3,False,False,Human Thought and Expression,False
WRIT 270,The Rhetoric of Comics,WRIT,3,False,False,Human Thought and Expression,False
WRIT 300,Topics in Cultural Rhetorics,WRIT,3,False,False,Human Thought and Expression,False
GEOG 327,Australia's Stolen Generations: The Legacies of Carrolup (Extended Study),GEOG,2,False,False,False,False
PCON 327,Australia's Stolen Generations: The Legacies of Carrolup (Extended Study),PSCI,2,False,False,False,False
CORE C145,Dirty South,False,3,False,Communities & Identities,False,False
CORE C143,"Jewish Diasporas: Ukraine, Moscow, Jerusalem, New York",False,3,False,Communities & Identities,False,False
MUSE PRAC,Museum Studies Practicum,ARTS,0,False,False,False,False
ENST 450,Comm-Based Study Env Issues,ENST,3,Two courses related to environmental studies,False,False,ENST 202 and ENST 232 are strongly recommended
ENST 450L,Community-Based Research Lab,ENST,1,False,False,False,False
CORE 112S,Science of Relationships,False,3,False,Scientific Perspectives,False,False
REST 210,Oil and Water: Globalization and Resource Control in Central Asia (Extended Study),SOAN,3,False,False,False,False
FMST 270,The Rhetoric of Comics,ARTS,3,False,False,Human Thought and Expression,False
